age,monthly_income,daily_internet_hours,smartphone_usage_years,social_media_hours,online_payment_trust_score,tech_savvy_score,monthly_online_orders,monthly_store_visits,avg_online_spend,avg_store_spend,discount_sensitivity,return_frequency,avg_delivery_days,delivery_fee_sensitivity,free_return_importance,product_availability_online,impulse_buying_score,need_touch_feel_score,brand_loyalty_score,environmental_awareness,time_pressure_level,gender,city_tier,shopping_preference,total_monthly_spend,age_group,income_group,spend_segment
24,205123,5.0,8,0.7,9,6,31,4,65802,66049,6,1,2,8,4,3,3,2,2,5,7,Female,Tier 3,Store,131851,18-30,Ultra High,Standard
75,235079,7.6,10,4.5,10,7,46,10,46944,88124,7,4,7,3,6,7,6,3,3,8,7,Other,Tier 3,Store,135068,60+,Ultra High,Standard
44,19787,5.1,8,3.3,7,4,0,4,129608,73143,9,7,2,9,9,5,6,2,3,3,9,Male,Tier 2,Store,202751,31-45,Low,Premium
38,219470,6.9,3,0.7,3,4,34,0,3374,69301,5,9,4,7,8,1,2,9,3,6,2,Female,Tier 1,Store,72675,31-45,Ultra High,Value
45,204249,4.4,1,4.0,5,5,15,9,78851,135400,7,5,2,6,9,2,7,10,3,7,4,Male,Tier 3,Store,214251,31-45,Ultra High,Premium
33,58724,7.6,3,3.8,9,6,31,1,129288,140097,2,4,1,2,9,5,4,7,1,10,10,Female,Tier 1,Store,269385,31-45,Low,Premium
73,25663,7.6,14,2.5,5,8,46,18,40150,105206,5,9,4,10,6,7,1,7,5,9,8,Other,Tier 2,Store,145356,60+,Low,Standard
63,162192,5.1,3,1.9,3,9,14,10,107802,62650,6,8,6,9,4,9,4,5,7,9,5,Female,Tier 3,Store,170452,60+,High,Standard
40,168812,6.3,14,1.0,8,7,4,17,140776,107778,4,2,1,9,5,3,4,10,8,9,10,Female,Tier 1,Store,248554,31-45,High,Premium
69,248118,6.0,12,2.0,7,10,9,2,149016,49831,5,7,6,5,3,10,9,2,5,3,4,Male,Tier 3,Store,198847,60+,Ultra High,Premium
37,148107,5.7,6,3.8,5,3,21,9,32428,42423,2,7,1,2,7,10,4,6,10,1,4,Other,Tier 2,Store,74851,31-45,High,Value
55,115271,3.6,13,0.3,5,6,42,6,145160,60515,6,7,1,3,8,5,4,10,8,5,2,Other,Tier 1,Store,205675,46-60,Medium,Premium
71,203515,3.9,3,1.4,1,9,7,0,136931,22958,7,2,6,5,9,9,7,3,9,8,2,Other,Tier 3,Hybrid,159889,60+,Ultra High,Standard
42,82388,5.2,2,2.9,8,6,14,9,54868,2308,2,3,3,4,7,9,7,5,2,3,6,Other,Tier 2,Online,57176,31-45,Medium,Value
45,67335,6.1,12,3.4,6,10,19,4,71589,70047,3,8,2,2,5,3,3,7,1,4,8,Female,Tier 1,Store,141636,31-45,Low,Standard
22,58315,4.2,9,3.4,5,8,24,0,68690,145907,9,0,4,10,3,5,6,6,4,7,5,Female,Tier 3,Store,214597,18-30,Low,Premium
73,210237,6.0,6,1.5,7,8,11,16,12906,147495,5,2,5,6,4,7,3,2,5,4,1,Male,Tier 3,Store,160401,60+,Ultra High,Standard
38,119922,1.4,5,2.4,2,4,25,13,107641,128564,10,6,3,1,1,9,10,4,4,3,2,Female,Tier 3,Store,236205,31-45,Medium,Premium
35,61627,6.0,12,1.9,3,7,3,3,98339,57062,8,0,7,6,4,5,1,3,9,7,6,Other,Tier 3,Store,155401,31-45,Low,Standard
64,154375,6.2,3,2.8,9,7,25,15,64334,82296,10,4,6,9,7,2,7,7,3,6,10,Other,Tier 2,Store,146630,60+,High,Standard
23,64334,7.6,7,3.3,5,7,9,6,116406,63271,5,1,4,1,10,4,5,3,9,5,9,Female,Tier 1,Store,179677,18-30,Low,Premium
74,201964,8.8,7,2.3,6,8,47,0,113479,23347,9,6,6,6,3,5,4,3,8,3,2,Other,Tier 2,Online,136826,60+,Ultra High,Standard
46,207268,7.4,4,2.7,8,2,14,5,130150,139029,4,7,1,7,10,2,8,2,8,1,7,Male,Tier 1,Store,269179,46-60,Ultra High,Premium
36,80700,9.6,10,2.5,3,2,4,13,49545,103383,4,8,7,4,6,5,7,8,4,8,3,Female,Tier 1,Store,152928,31-45,Medium,Standard
50,54726,5.9,2,0.5,1,6,31,3,6024,41080,5,6,3,4,9,6,3,9,6,10,8,Other,Tier 3,Store,47104,46-60,Low,Value
18,246513,6.1,2,4.2,4,6,31,14,135042,114509,7,1,6,3,8,8,10,3,4,6,8,Female,Tier 1,Store,249551,<18,Ultra High,Premium
62,221823,7.6,13,3.8,2,5,21,10,91556,73916,2,9,4,8,10,6,7,5,6,6,4,Female,Tier 1,Store,165472,60+,Ultra High,Standard
20,195678,5.8,12,0.2,9,2,21,17,22765,22280,1,2,6,7,9,5,10,10,5,5,9,Other,Tier 1,Store,45045,18-30,Ultra High,Value
59,45694,5.3,8,5.2,4,8,11,1,67677,61790,2,8,2,3,4,2,7,10,1,8,3,Other,Tier 2,Store,129467,46-60,Low,Standard
38,177325,8.7,4,3.0,9,3,10,5,122946,74058,3,9,2,7,3,4,10,2,10,4,9,Other,Tier 2,Store,197004,31-45,High,Premium
52,170302,7.4,7,3.2,7,1,23,15,89765,85050,5,8,3,8,7,5,7,4,3,7,9,Other,Tier 2,Store,174815,46-60,High,Standard
58,200046,7.3,3,1.8,7,1,42,13,108450,36821,10,2,2,10,6,4,2,5,8,10,3,Other,Tier 3,Store,145271,46-60,Ultra High,Standard
57,78545,4.3,9,2.7,1,7,44,12,131394,1227,3,2,7,2,10,5,3,10,9,2,10,Other,Tier 1,Online,132621,46-60,Medium,Standard
20,162997,7.9,10,3.2,2,7,40,11,66313,34986,7,1,2,9,5,9,3,7,6,9,3,Female,Tier 3,Store,101299,18-30,High,Value
42,21033,6.2,9,4.9,7,6,15,18,127463,88974,8,2,1,9,4,2,3,10,1,5,6,Other,Tier 2,Store,216437,31-45,Low,Premium
62,77461,4.0,7,1.1,5,6,15,11,43882,85162,1,8,3,10,10,9,7,8,2,4,10,Male,Tier 1,Store,129044,60+,Medium,Standard
55,17665,7.4,7,4.0,7,5,0,1,23276,18440,6,4,5,7,8,6,7,1,6,6,3,Female,Tier 2,Online,41716,46-60,Low,Value
62,42025,3.6,1,2.0,3,6,22,8,132174,75669,1,4,3,5,1,5,4,10,1,3,7,Male,Tier 2,Store,207843,60+,Low,Premium
72,169605,1.2,10,4.3,8,2,27,8,7104,17599,3,5,1,10,2,6,1,9,8,1,2,Male,Tier 1,Store,24703,60+,High,Value
37,191969,2.4,8,0.6,4,5,31,15,139497,119684,3,5,7,8,2,2,6,5,10,7,3,Female,Tier 1,Store,259181,31-45,Ultra High,Premium
69,92661,5.5,2,2.4,8,2,35,7,1457,108156,3,7,3,9,9,7,1,1,5,4,8,Other,Tier 3,Store,109613,60+,Medium,Value
61,135473,9.1,8,0.0,6,3,36,4,107965,16537,7,5,4,7,10,2,7,3,6,7,2,Other,Tier 2,Online,124502,60+,High,Standard
62,35998,6.6,11,1.6,9,5,2,9,141958,145981,2,7,3,8,1,1,1,2,1,1,1,Female,Tier 1,Store,287939,60+,Low,Premium
51,76248,5.8,13,1.9,6,1,12,5,65244,122475,10,8,3,7,2,9,9,4,4,3,1,Female,Tier 3,Store,187719,46-60,Medium,Premium
38,119493,8.6,2,3.1,4,3,27,3,138036,43136,10,4,1,1,8,9,7,7,6,1,10,Male,Tier 2,Store,181172,31-45,Medium,Premium
73,38057,7.0,1,0.5,3,10,27,0,124174,24629,4,1,3,7,3,5,9,1,9,10,8,Other,Tier 3,Online,148803,60+,Low,Standard
72,94244,8.0,11,4.7,4,6,44,8,100676,24455,6,4,4,6,3,5,6,4,4,10,5,Female,Tier 3,Online,125131,60+,Medium,Standard
65,229680,7.9,8,4.9,7,2,23,7,55772,1933,7,2,6,9,1,5,9,6,3,9,9,Other,Tier 3,Online,57705,60+,Ultra High,Value
40,216703,5.4,4,2.7,8,3,12,2,35343,105271,5,9,3,1,2,5,6,3,5,1,3,Male,Tier 2,Store,140614,31-45,Ultra High,Standard
23,112031,5.5,11,0.8,2,9,23,0,27679,1900,2,5,7,1,1,7,7,1,4,6,6,Male,Tier 1,Online,29579,18-30,Medium,Value
68,127713,4.3,10,0.7,9,8,4,12,12382,29906,1,4,6,5,2,3,5,3,1,1,10,Male,Tier 3,Store,42288,60+,Medium,Value
70,120887,7.7,6,2.6,7,3,16,17,123854,9463,8,9,2,6,1,1,7,1,1,1,4,Male,Tier 1,Online,133317,60+,Medium,Standard
30,82173,3.5,10,1.5,7,7,49,11,102356,22060,4,2,4,6,6,6,2,6,1,7,6,Other,Tier 3,Hybrid,124416,18-30,Medium,Standard
66,226278,4.2,13,4.2,10,4,11,10,5003,149756,5,6,3,6,7,5,9,4,2,3,10,Male,Tier 3,Store,154759,60+,Ultra High,Standard
40,53734,5.9,11,2.1,4,7,48,14,16052,5696,4,5,5,1,3,8,6,1,10,1,6,Female,Tier 1,Online,21748,31-45,Low,Value
26,77072,6.2,10,3.1,7,5,17,17,31712,122929,10,4,6,4,8,9,1,9,6,7,5,Other,Tier 1,Store,154641,18-30,Medium,Standard
34,210247,7.2,1,2.4,2,2,32,11,114018,75165,6,8,3,6,3,1,1,9,9,4,9,Male,Tier 3,Store,189183,31-45,Ultra High,Premium
78,249046,5.9,9,1.8,10,6,30,4,50800,77544,4,0,7,2,7,8,9,1,4,8,2,Other,Tier 2,Store,128344,60+,Ultra High,Standard
19,209855,5.3,11,1.5,3,1,33,4,74013,86403,3,3,7,7,5,2,8,2,10,2,4,Female,Tier 1,Store,160416,18-30,Ultra High,Standard
36,109194,7.4,7,1.0,2,6,29,15,129947,145605,4,5,2,5,8,6,9,1,9,3,5,Other,Tier 3,Store,275552,31-45,Medium,Premium
36,216811,7.8,5,2.0,5,1,44,16,63283,118544,7,0,2,3,6,8,6,5,6,2,3,Male,Tier 2,Store,181827,31-45,Ultra High,Premium
73,233126,2.6,6,2.6,1,3,31,18,146074,73550,10,8,2,8,5,10,9,1,6,1,8,Male,Tier 3,Store,219624,60+,Ultra High,Premium
24,197114,8.1,3,2.8,2,10,9,6,5314,94858,1,9,7,1,9,5,7,3,9,10,3,Other,Tier 3,Store,100172,18-30,Ultra High,Value
71,198429,5.3,13,2.5,6,7,30,6,120909,36492,3,0,4,2,2,10,1,7,1,10,6,Female,Tier 1,Store,157401,60+,Ultra High,Standard
59,154741,9.2,9,2.2,6,2,34,17,83807,132244,3,4,5,10,1,10,4,6,7,4,4,Female,Tier 1,Store,216051,46-60,High,Premium
59,128272,4.7,2,0.1,8,9,14,2,70549,105710,9,9,4,9,7,5,3,6,6,5,6,Male,Tier 2,Store,176259,46-60,Medium,Standard
76,82902,4.0,12,4.0,9,3,26,9,100256,114384,6,0,3,6,2,10,4,3,3,3,4,Female,Tier 3,Store,214640,60+,Medium,Premium
37,137247,7.3,10,0.5,9,3,26,17,131147,30457,10,8,5,5,5,8,1,7,5,8,7,Female,Tier 3,Store,161604,31-45,High,Standard
26,164982,10.3,1,3.2,7,7,0,11,133202,81988,1,0,1,10,1,7,1,8,6,5,4,Male,Tier 3,Store,215190,18-30,High,Premium
34,71959,2.8,14,4.1,10,1,11,4,126827,92877,2,2,6,9,1,6,4,2,3,1,8,Other,Tier 1,Store,219704,31-45,Low,Premium
44,111623,7.7,1,4.1,1,5,3,5,72384,90844,7,0,6,10,1,10,7,4,7,9,6,Other,Tier 3,Store,163228,31-45,Medium,Standard
64,146438,7.1,10,3.5,4,10,22,12,710,114959,2,0,7,5,1,4,4,4,8,1,10,Other,Tier 2,Store,115669,60+,High,Value
19,63415,5.9,2,2.6,7,3,33,2,12924,74101,9,7,3,3,2,8,2,4,4,2,10,Male,Tier 3,Store,87025,18-30,Low,Value
79,139716,10.1,6,1.3,2,1,22,5,145256,115901,2,5,6,1,2,10,4,9,4,3,4,Other,Tier 2,Store,261157,60+,High,Premium
53,136209,2.2,6,0.7,9,7,18,8,40502,23122,4,6,4,6,8,2,5,2,7,3,9,Male,Tier 3,Hybrid,63624,46-60,High,Value
36,24907,8.2,9,2.5,1,10,19,2,7671,70342,2,2,7,7,1,7,5,5,8,4,10,Female,Tier 3,Store,78013,31-45,Low,Value
34,110825,7.9,10,1.6,9,7,19,1,93103,110381,8,3,1,3,9,7,9,7,6,5,1,Female,Tier 2,Store,203484,31-45,Medium,Premium
22,47780,8.4,4,1.8,7,9,28,16,86341,41956,1,9,7,9,5,7,2,5,2,3,3,Male,Tier 2,Store,128297,18-30,Low,Standard
56,203951,8.1,8,3.4,10,7,12,16,41631,105826,4,1,3,2,8,8,6,6,8,4,4,Other,Tier 2,Store,147457,46-60,Ultra High,Standard
35,231231,6.5,4,2.3,6,4,27,10,97686,10199,8,4,3,4,4,3,9,7,2,1,8,Female,Tier 2,Hybrid,107885,31-45,Ultra High,Value
70,50085,5.4,3,1.5,7,3,23,7,55276,70869,2,0,5,1,5,2,3,8,7,9,7,Male,Tier 2,Store,126145,60+,Low,Standard
71,211571,4.8,4,6.0,2,6,21,1,3932,24133,4,9,4,2,2,3,7,10,7,4,5,Male,Tier 3,Store,28065,60+,Ultra High,Value
76,35426,7.2,1,2.1,10,6,21,16,87373,98629,1,6,2,6,5,10,2,10,2,2,9,Male,Tier 3,Store,186002,60+,Low,Premium
24,194269,6.0,9,3.5,2,2,39,8,10899,132222,3,1,6,7,5,7,5,10,2,3,3,Male,Tier 2,Store,143121,18-30,Ultra High,Standard
34,22485,5.6,11,3.4,3,7,10,19,114265,124975,9,6,6,1,1,9,1,9,2,4,1,Female,Tier 3,Store,239240,31-45,Low,Premium
56,64527,4.9,5,2.0,6,1,7,12,79539,40192,5,7,1,7,1,8,3,2,6,9,9,Male,Tier 1,Store,119731,46-60,Low,Value
53,210672,5.2,7,1.6,1,9,31,3,28861,23061,6,6,4,8,6,4,5,4,6,9,2,Male,Tier 1,Online,51922,46-60,Ultra High,Value
57,139604,7.6,3,0.4,4,2,23,3,32179,4804,5,3,2,2,4,3,6,4,1,5,9,Female,Tier 2,Online,36983,46-60,High,Value
62,244632,6.0,5,2.8,8,3,11,7,18262,14598,1,7,6,3,9,1,6,5,5,5,9,Other,Tier 2,Store,32860,60+,Ultra High,Value
21,106005,8.4,13,2.5,8,6,48,8,42280,125838,4,8,6,10,8,9,6,10,9,1,4,Female,Tier 1,Store,168118,18-30,Medium,Standard
55,227511,3.3,10,0.9,5,7,39,2,48787,71664,4,2,1,7,2,5,1,9,1,4,6,Male,Tier 3,Store,120451,46-60,Ultra High,Value
42,214820,7.2,14,4.1,7,1,20,6,26537,19440,5,1,3,2,4,5,3,3,10,7,4,Female,Tier 2,Hybrid,45977,31-45,Ultra High,Value
22,73528,4.0,4,3.3,5,3,2,17,10396,52335,3,9,1,10,1,8,3,2,3,8,2,Female,Tier 2,Store,62731,18-30,Medium,Value
47,135631,8.4,7,2.5,4,6,38,12,45482,119950,4,4,4,5,10,1,1,4,5,2,8,Female,Tier 1,Store,165432,46-60,High,Standard
29,42799,8.5,5,2.0,6,4,44,1,58449,78270,4,3,5,8,7,10,6,4,5,10,7,Other,Tier 3,Store,136719,18-30,Low,Standard
21,192411,3.2,2,2.2,8,5,17,13,56621,50712,3,7,5,1,8,2,10,3,9,6,10,Female,Tier 2,Store,107333,18-30,Ultra High,Value
41,162159,4.5,3,1.0,10,3,41,13,14264,15875,8,9,1,2,8,4,2,8,5,10,10,Female,Tier 2,Store,30139,31-45,High,Value
46,153518,4.6,8,1.7,1,8,5,16,138093,8646,7,5,5,8,5,4,1,10,10,7,7,Other,Tier 1,Store,146739,46-60,High,Standard
26,196532,8.5,3,3.4,3,1,35,1,82849,32943,6,5,4,8,2,2,8,6,7,2,6,Other,Tier 3,Store,115792,18-30,Ultra High,Value
21,109817,4.8,7,2.3,4,10,44,18,57240,110248,6,2,2,4,5,3,1,10,8,8,4,Other,Tier 2,Store,167488,18-30,Medium,Standard
68,73260,7.4,5,5.3,5,7,14,9,82783,114486,7,4,5,2,10,7,6,7,1,2,8,Female,Tier 1,Store,197269,60+,Medium,Premium
41,160949,4.7,7,1.7,1,2,48,18,49600,62747,2,4,4,4,2,9,10,10,5,7,4,Female,Tier 1,Store,112347,31-45,High,Value
31,170795,8.2,10,2.4,9,8,44,18,119268,3297,10,6,7,9,2,1,10,4,6,4,1,Male,Tier 2,Online,122565,31-45,High,Standard
22,27943,8.3,9,3.1,8,3,14,12,120071,119320,10,6,1,4,9,9,7,2,3,3,1,Female,Tier 1,Store,239391,18-30,Low,Premium
35,156378,9.3,7,3.3,2,4,37,15,34714,84869,3,7,1,9,3,7,10,2,6,10,3,Female,Tier 1,Store,119583,31-45,High,Value
59,182856,5.7,14,2.2,5,2,43,19,81748,54948,8,4,7,7,10,4,1,9,8,9,10,Male,Tier 1,Store,136696,46-60,High,Standard
74,136401,6.0,6,1.6,9,5,23,11,18568,27496,3,4,4,7,1,8,10,3,6,2,1,Male,Tier 1,Hybrid,46064,60+,High,Value
36,166527,5.7,12,2.1,3,9,6,3,141425,10147,3,4,4,6,5,1,3,8,3,10,6,Other,Tier 1,Hybrid,151572,31-45,High,Standard
29,236099,6.1,13,3.1,5,4,8,11,129755,136624,5,3,5,10,10,9,4,10,5,9,4,Female,Tier 3,Store,266379,18-30,Ultra High,Premium
35,217520,5.1,1,2.2,9,7,10,12,118180,91885,8,5,7,2,8,4,9,8,3,10,10,Male,Tier 2,Store,210065,31-45,Ultra High,Premium
34,176046,8.1,4,5.7,6,8,15,1,41972,135015,9,9,7,9,1,4,7,6,4,4,6,Other,Tier 3,Store,176987,31-45,High,Standard
47,42371,4.5,8,2.1,5,10,6,1,68115,3613,5,6,2,4,3,8,5,2,9,4,5,Male,Tier 1,Online,71728,46-60,Low,Value
41,113746,5.7,1,2.8,8,1,24,8,129537,56643,6,2,7,10,5,5,6,2,2,6,9,Other,Tier 2,Store,186180,31-45,Medium,Premium
28,116248,6.4,6,2.6,5,6,13,17,139505,73780,3,1,1,2,5,5,7,4,2,8,10,Female,Tier 2,Store,213285,18-30,Medium,Premium
52,150008,7.0,2,2.2,9,5,0,15,116202,105219,10,2,4,9,3,3,7,6,1,5,3,Other,Tier 1,Store,221421,46-60,High,Premium
40,179238,3.6,13,3.6,3,10,19,13,39645,112727,3,6,2,5,5,2,8,6,10,1,9,Female,Tier 2,Store,152372,31-45,High,Standard
34,40727,5.5,9,1.2,1,10,27,0,139278,88733,2,1,7,6,10,1,10,1,9,10,10,Other,Tier 1,Store,228011,31-45,Low,Premium
18,129000,6.0,8,5.6,4,1,48,13,39518,120884,2,1,1,7,5,7,9,6,5,8,10,Other,Tier 1,Store,160402,<18,Medium,Standard
32,78969,7.6,9,1.6,7,9,37,6,60871,15974,6,5,4,4,2,2,3,8,6,6,6,Other,Tier 2,Online,76845,31-45,Medium,Value
49,174440,5.6,9,3.1,3,10,33,5,19634,34292,1,8,2,3,2,10,6,5,7,2,3,Female,Tier 2,Hybrid,53926,46-60,High,Value
77,83531,5.8,14,2.8,10,7,8,19,54859,103396,8,2,5,9,4,1,7,10,4,6,9,Male,Tier 1,Store,158255,60+,Medium,Standard
26,54097,6.3,13,2.5,8,1,47,3,127633,95433,9,3,7,2,8,3,7,7,5,3,6,Other,Tier 2,Store,223066,18-30,Low,Premium
32,181056,8.1,2,4.2,2,2,19,10,100186,147663,2,4,1,6,3,3,6,3,6,8,9,Female,Tier 1,Store,247849,31-45,High,Premium
45,65859,1.9,2,5.0,9,4,42,5,58537,88805,10,8,7,3,9,8,2,8,10,1,9,Female,Tier 3,Store,147342,31-45,Low,Standard
41,190363,6.2,9,1.5,3,10,37,6,73966,120470,6,6,3,9,6,2,7,5,8,4,5,Male,Tier 3,Store,194436,31-45,High,Premium
77,211300,8.3,2,1.5,6,9,30,17,32183,38819,6,0,4,2,5,9,6,2,10,3,9,Female,Tier 2,Store,71002,60+,Ultra High,Value
78,238171,4.3,4,3.2,7,2,20,6,59323,122878,7,4,3,3,4,7,10,4,2,3,9,Female,Tier 2,Store,182201,60+,Ultra High,Premium
52,168222,4.5,2,2.4,5,1,21,12,145973,79236,7,4,6,9,6,6,6,8,8,3,9,Female,Tier 2,Store,225209,46-60,High,Premium
39,168133,8.4,1,1.9,10,1,12,9,68445,101658,3,7,1,5,9,2,3,7,8,2,10,Female,Tier 1,Store,170103,31-45,High,Standard
44,175250,5.3,12,2.1,5,9,43,5,83856,80210,1,4,5,3,2,4,4,9,8,4,1,Other,Tier 3,Store,164066,31-45,High,Standard
36,246944,5.4,13,1.9,1,1,46,2,145988,45596,8,5,1,5,9,5,4,4,1,6,2,Female,Tier 2,Store,191584,31-45,Ultra High,Premium
62,71790,6.6,11,1.0,4,4,24,0,68251,33635,7,2,5,5,1,2,6,7,1,7,7,Female,Tier 1,Store,101886,60+,Low,Value
29,80696,1.0,14,2.9,1,5,21,15,52909,127781,3,3,7,6,5,7,2,1,3,1,7,Female,Tier 3,Store,180690,18-30,Medium,Premium
37,30648,2.4,10,2.6,9,6,37,1,78137,4417,7,1,1,9,2,4,9,10,1,2,8,Other,Tier 3,Online,82554,31-45,Low,Value
18,76779,7.2,7,1.9,9,6,19,16,108913,62579,10,5,7,5,4,9,3,1,10,2,10,Male,Tier 1,Store,171492,<18,Medium,Standard
38,121371,5.5,12,0.0,5,3,31,19,101319,62871,7,8,7,10,4,6,7,7,9,1,4,Other,Tier 3,Store,164190,31-45,Medium,Standard
66,51672,5.7,11,2.1,5,7,15,13,119656,90114,5,6,2,1,1,9,6,9,8,9,7,Other,Tier 2,Store,209770,60+,Low,Premium
62,84109,4.7,5,5.0,5,8,19,9,55033,74172,9,6,3,3,7,7,5,4,5,3,6,Other,Tier 1,Store,129205,60+,Medium,Standard
18,206593,5.5,3,2.1,7,1,40,8,58721,22593,1,4,2,9,8,5,9,5,8,7,8,Other,Tier 1,Store,81314,<18,Ultra High,Value
27,49593,8.4,8,2.1,6,9,21,11,44601,54752,2,9,1,8,4,5,7,10,2,5,2,Other,Tier 3,Store,99353,18-30,Low,Value
64,159858,6.3,5,1.9,2,6,41,10,30037,119123,9,6,2,6,5,7,8,5,6,10,6,Male,Tier 1,Store,149160,60+,High,Standard
76,240108,8.1,1,3.3,10,1,37,15,109940,52534,2,0,7,4,3,9,10,7,8,2,6,Other,Tier 1,Store,162474,60+,Ultra High,Standard
76,24815,5.7,9,3.9,3,9,44,3,17361,53126,9,9,6,1,5,8,6,6,3,2,3,Male,Tier 2,Store,70487,60+,Low,Value
49,168038,6.0,14,1.6,5,4,36,10,94435,74884,8,1,1,1,9,8,1,3,9,1,7,Female,Tier 2,Store,169319,46-60,High,Standard
79,159866,6.7,14,0.5,7,9,14,12,89885,69231,2,6,1,10,2,1,4,9,4,7,10,Other,Tier 1,Store,159116,60+,High,Standard
56,177495,7.1,5,2.1,2,10,11,7,113683,57891,2,6,1,10,10,7,2,5,7,2,10,Female,Tier 3,Store,171574,46-60,High,Standard
77,245552,4.3,3,1.8,4,5,8,16,22291,121968,5,1,5,4,6,1,7,2,3,7,9,Male,Tier 1,Store,144259,60+,Ultra High,Standard
39,36302,5.9,6,2.2,1,6,36,10,92921,120654,1,2,5,7,7,7,10,2,6,3,1,Female,Tier 2,Store,213575,31-45,Low,Premium
35,207136,4.6,8,4.1,7,9,43,3,145339,30124,4,2,4,4,2,9,5,4,8,6,4,Female,Tier 1,Online,175463,31-45,Ultra High,Standard
65,232872,9.0,2,1.2,2,6,14,19,18527,84936,8,9,5,8,7,2,5,2,2,1,8,Female,Tier 3,Store,103463,60+,Ultra High,Value
63,100140,2.6,11,3.0,8,1,43,11,39316,66531,3,2,7,9,5,3,9,1,10,1,8,Other,Tier 1,Store,105847,60+,Medium,Value
49,173907,7.2,14,3.1,10,1,21,11,71540,38995,1,6,7,7,1,5,4,8,2,9,5,Female,Tier 2,Store,110535,46-60,High,Value
44,88356,4.5,3,3.2,1,2,11,18,43854,145950,10,4,3,5,6,3,3,6,1,7,5,Male,Tier 2,Store,189804,31-45,Medium,Premium
45,64282,3.7,7,3.4,2,2,26,19,5563,59202,5,9,1,7,5,7,1,6,10,4,5,Male,Tier 2,Store,64765,31-45,Low,Value
35,143451,5.4,2,0.0,8,6,18,17,24384,64117,3,0,1,10,7,4,5,4,1,5,1,Other,Tier 3,Store,88501,31-45,High,Value
76,136347,8.6,11,3.3,5,10,46,9,113816,92064,8,3,6,6,7,3,3,9,9,7,5,Male,Tier 2,Store,205880,60+,High,Premium
56,198786,4.7,11,2.5,5,10,24,6,20070,79673,3,8,6,3,1,1,6,9,8,4,2,Female,Tier 2,Store,99743,46-60,Ultra High,Value
66,213107,2.4,12,1.6,7,5,9,18,42205,83918,1,8,7,6,9,3,8,4,8,6,1,Male,Tier 3,Store,126123,60+,Ultra High,Standard
46,38814,4.1,5,4.6,4,7,34,5,74576,124104,7,7,5,2,3,1,2,10,8,4,9,Female,Tier 3,Store,198680,46-60,Low,Premium
35,170161,6.2,9,3.7,9,8,43,18,35740,53141,4,6,5,5,10,2,1,1,8,5,7,Male,Tier 2,Store,88881,31-45,High,Value
61,219234,2.8,14,1.4,3,10,11,19,2381,31087,1,6,7,7,1,2,4,4,2,2,1,Female,Tier 3,Store,33468,60+,Ultra High,Value
25,201903,7.4,7,1.9,8,10,49,17,130131,64009,6,5,3,9,6,3,9,6,6,5,6,Female,Tier 2,Store,194140,18-30,Ultra High,Premium
71,178818,2.8,14,3.9,3,10,7,11,58013,138235,5,7,7,1,3,10,4,10,1,8,8,Male,Tier 3,Store,196248,60+,High,Premium
48,96673,5.0,14,2.5,8,10,10,10,13100,17415,3,2,6,2,5,1,4,6,6,4,5,Male,Tier 3,Hybrid,30515,46-60,Medium,Value
79,66940,7.6,13,0.8,1,3,38,14,25524,34221,8,9,1,8,1,3,5,4,6,4,8,Other,Tier 3,Store,59745,60+,Low,Value
51,101796,5.0,3,4.8,10,9,18,4,125407,85017,10,6,2,3,8,3,2,1,8,1,2,Other,Tier 3,Store,210424,46-60,Medium,Premium
24,51476,3.3,2,2.2,10,1,22,9,59136,55164,4,9,5,6,10,1,2,7,3,4,2,Male,Tier 3,Store,114300,18-30,Low,Value
53,172355,5.8,10,2.5,7,3,23,17,48388,119358,7,2,2,2,2,4,2,2,10,10,1,Male,Tier 3,Store,167746,46-60,High,Standard
35,147841,5.0,9,3.1,1,2,14,14,53301,114540,6,9,3,9,9,7,7,10,8,7,9,Female,Tier 3,Store,167841,31-45,High,Standard
77,57278,8.4,9,1.4,2,6,19,12,127313,84657,9,0,7,9,2,8,10,5,7,3,3,Male,Tier 3,Store,211970,60+,Low,Premium
55,193066,7.6,9,4.2,1,1,24,1,78062,61033,7,9,5,5,1,3,7,6,4,2,6,Other,Tier 3,Store,139095,46-60,Ultra High,Standard
76,208970,7.0,10,1.3,10,8,13,1,52988,91236,9,9,3,5,2,4,9,9,2,7,3,Male,Tier 3,Store,144224,60+,Ultra High,Standard
26,30634,6.0,3,2.8,3,10,9,17,107578,37527,7,4,3,2,6,10,10,3,3,2,1,Female,Tier 1,Store,145105,18-30,Low,Standard
76,141259,5.6,1,1.8,9,10,47,2,146507,49589,2,5,5,3,8,9,9,7,4,8,9,Male,Tier 1,Store,196096,60+,High,Premium
26,157037,5.6,9,3.9,1,3,49,15,68988,30055,3,7,2,2,8,7,2,9,1,1,5,Male,Tier 1,Store,99043,18-30,High,Value
63,173638,2.6,7,3.2,3,6,28,1,46547,116439,8,8,1,5,10,8,4,1,6,6,7,Male,Tier 2,Store,162986,60+,High,Standard
25,67196,6.0,2,2.3,2,2,46,8,108597,64556,8,6,7,3,4,6,7,6,3,1,2,Other,Tier 3,Store,173153,18-30,Low,Standard
68,113679,4.4,6,0.5,5,5,48,9,65594,7513,2,1,1,1,2,10,4,6,8,6,2,Other,Tier 3,Online,73107,60+,Medium,Value
