age,monthly_income,daily_internet_hours,smartphone_usage_years,social_media_hours,online_payment_trust_score,tech_savvy_score,monthly_online_orders,monthly_store_visits,avg_online_spend,avg_store_spend,discount_sensitivity,return_frequency,avg_delivery_days,delivery_fee_sensitivity,free_return_importance,product_availability_online,impulse_buying_score,need_touch_feel_score,brand_loyalty_score,environmental_awareness,time_pressure_level,gender,city_tier,shopping_preference,total_monthly_spend
71,182022,9.5,11,1.8,9,10,17,13,33802,47020,8,2,6,1,8,2,1,2,4,4,5,Male,Tier 1,Store,80822
21,224587,3.8,3,1.4,10,3,23,14,123645,115519,2,7,3,8,7,8,10,7,8,5,3,Female,Tier 2,Store,239164
28,153939,5.5,11,2.1,7,4,31,1,1521,56900,2,1,6,4,6,9,5,1,9,2,4,Male,Tier 3,Store,58421
49,226763,4.8,9,3.6,1,10,11,15,134117,117144,6,3,2,9,8,8,1,6,9,6,8,Other,Tier 3,Store,251261
66,224614,7.3,1,4.4,7,1,27,3,114083,100708,4,5,7,1,7,10,10,10,9,3,4,Female,Tier 1,Store,214791
24,19329,7.0,5,3.9,1,8,10,4,17752,133845,2,5,3,5,1,5,9,7,5,5,10,Female,Tier 3,Store,151597
63,234159,4.2,13,0.8,8,2,2,13,7840,58729,7,3,6,2,9,5,8,7,6,6,2,Female,Tier 1,Store,66569
75,50865,4.6,13,2.4,2,3,36,3,80816,55167,3,4,6,2,10,9,6,5,10,8,4,Female,Tier 2,Store,135983
28,213012,6.3,2,1.9,2,5,2,13,16691,84764,9,5,3,10,6,3,3,9,6,8,8,Male,Tier 2,Store,101455
45,52869,6.4,1,3.0,1,9,28,4,106480,102806,6,8,3,6,3,4,1,4,3,6,10,Other,Tier 3,Store,209286
71,212977,5.5,14,2.1,9,6,31,12,143774,62912,9,7,3,9,10,2,7,3,4,10,7,Male,Tier 2,Store,206686
58,135185,5.4,3,3.5,8,3,37,19,140127,92877,3,4,6,5,3,3,6,4,5,7,1,Male,Tier 2,Store,233004
40,98984,3.5,7,1.9,9,3,30,18,121395,144277,8,6,2,8,6,6,8,10,1,8,6,Other,Tier 1,Store,265672
62,140172,9.7,3,1.4,8,8,0,5,141922,112320,8,1,2,8,3,4,2,7,6,9,8,Female,Tier 1,Store,254242
40,116069,7.3,10,4.2,4,4,36,8,4228,91555,10,9,3,5,6,8,9,5,4,4,5,Male,Tier 3,Store,95783
67,104711,6.0,10,2.5,9,5,20,7,33565,142134,10,0,3,1,2,5,5,9,8,5,10,Female,Tier 1,Store,175699
45,81252,8.0,11,3.6,8,4,45,0,45799,98862,9,8,5,7,6,6,6,8,2,5,3,Other,Tier 3,Store,144661
60,94386,5.6,9,1.0,1,9,40,6,46759,123991,4,9,5,7,6,2,3,9,3,3,6,Female,Tier 2,Store,170750
64,133728,4.4,3,1.3,10,8,41,11,27309,93872,10,0,5,2,3,7,2,7,6,7,9,Other,Tier 1,Store,121181
74,147783,6.7,11,0.9,5,7,19,6,71613,63459,5,1,3,7,6,7,6,4,7,7,7,Female,Tier 1,Store,135072
43,40801,6.3,6,1.5,9,4,10,16,144677,114478,7,2,5,9,4,10,9,7,5,8,5,Male,Tier 3,Store,259155
42,233359,9.4,2,1.6,8,9,9,17,94528,72235,9,7,1,5,4,6,1,3,2,2,5,Other,Tier 2,Store,166763
71,105709,4.5,8,1.5,1,8,2,15,94358,148701,8,5,6,6,4,9,5,2,8,10,1,Other,Tier 3,Store,243059
46,68270,4.1,10,2.4,6,8,47,3,100141,100844,7,5,2,4,4,3,2,9,1,3,10,Female,Tier 1,Store,200985
36,217694,10.2,5,1.2,6,10,13,4,86948,115800,3,6,4,2,2,2,7,4,10,9,8,Other,Tier 2,Store,202748
50,70535,8.4,2,1.5,2,2,44,8,12147,17131,3,8,3,7,9,2,2,10,7,6,10,Male,Tier 3,Store,29278
53,222831,7.3,14,2.8,2,5,44,8,138394,70781,4,3,2,6,6,3,7,9,8,4,10,Male,Tier 1,Store,209175
31,31220,4.6,14,5.0,1,6,30,11,60281,28066,1,7,2,5,1,8,3,8,9,1,2,Female,Tier 1,Store,88347
31,28392,6.8,7,3.1,6,6,34,1,106744,42966,7,3,4,4,1,9,9,4,1,3,7,Male,Tier 3,Store,149710
52,231659,3.4,3,3.0,9,9,48,2,39290,141733,9,3,4,10,8,8,1,1,9,7,5,Female,Tier 1,Store,181023
47,148318,5.0,14,2.2,8,4,8,7,115266,81401,5,6,6,6,2,5,3,2,1,4,8,Male,Tier 1,Store,196667
45,35010,3.7,5,0.0,5,7,5,8,76357,110745,10,3,1,4,9,5,2,7,8,3,7,Other,Tier 3,Store,187102
34,141951,4.5,11,2.2,8,9,28,10,41176,51224,10,6,1,8,9,6,6,9,3,9,7,Female,Tier 2,Store,92400
20,83358,3.6,9,1.2,2,5,45,12,33502,104416,6,3,1,5,9,2,1,10,6,7,10,Male,Tier 1,Store,137918
33,236275,7.4,1,3.8,6,6,21,19,26766,49362,5,6,6,8,6,1,5,5,9,2,4,Male,Tier 1,Store,76128
63,163306,9.6,2,4.5,2,1,48,17,71050,131478,6,5,4,6,10,1,7,2,2,2,2,Female,Tier 1,Store,202528
47,111190,8.0,5,1.3,8,7,45,13,27344,54614,1,6,5,6,6,1,1,8,6,5,6,Male,Tier 2,Store,81958
69,130795,7.5,14,2.5,2,5,2,10,67531,37109,6,0,6,3,4,3,7,6,5,7,8,Other,Tier 1,Store,104640
46,195523,5.3,4,0.7,5,4,1,1,145313,128322,8,7,3,9,10,2,8,10,6,4,6,Other,Tier 2,Store,273635
62,137790,6.4,1,3.6,7,3,27,14,28680,84639,5,0,2,5,10,1,5,10,4,5,1,Male,Tier 3,Store,113319
32,140223,3.9,14,4.1,7,1,36,1,22555,95083,1,3,1,7,6,5,9,3,3,6,4,Female,Tier 2,Store,117638
63,90205,3.4,7,3.2,4,5,4,12,42275,68272,5,8,5,8,5,5,7,1,7,9,4,Female,Tier 3,Store,110547
73,167856,3.1,9,2.9,8,3,8,10,119716,73811,10,9,5,7,3,3,2,5,6,9,5,Male,Tier 1,Store,193527
42,175744,3.6,1,2.4,7,8,31,14,104813,135628,2,5,6,4,10,6,6,9,5,10,6,Female,Tier 1,Store,240441
68,16082,7.4,8,3.1,10,4,16,5,40629,45173,1,2,4,9,7,7,10,7,3,5,5,Other,Tier 1,Store,85802
55,157220,7.6,9,2.1,5,3,10,14,120546,72466,5,0,6,3,6,2,2,6,8,4,7,Other,Tier 3,Store,193012
59,173566,4.2,2,2.0,4,1,37,15,21680,149267,10,5,2,3,4,9,5,2,9,2,10,Other,Tier 2,Store,170947
76,90093,6.6,13,4.1,2,10,34,0,61570,147936,8,0,7,10,8,2,5,2,6,5,5,Other,Tier 1,Store,209506
64,66952,8.3,1,3.5,2,2,46,7,4877,56473,4,2,5,6,5,3,4,2,4,8,2,Other,Tier 3,Store,61350
70,51719,5.7,6,1.8,4,10,17,19,42870,149354,5,7,3,7,7,7,9,7,3,5,10,Male,Tier 1,Store,192224
71,63737,4.5,14,4.8,8,2,35,7,147463,42243,9,4,6,7,9,10,10,4,4,2,8,Other,Tier 3,Store,189706
69,205525,5.2,7,1.6,6,1,18,9,61899,57771,9,3,7,9,5,1,1,5,2,10,2,Other,Tier 1,Store,119670
75,122271,8.9,2,5.0,9,8,24,0,45614,141058,4,9,1,6,1,7,6,7,4,3,4,Other,Tier 2,Store,186672
55,185608,5.9,5,0.8,2,5,45,10,21468,17122,6,2,1,10,7,4,6,10,3,5,6,Male,Tier 1,Store,38590
40,196676,10.3,5,2.3,7,2,39,7,33482,30556,2,9,4,1,1,5,6,3,2,6,4,Female,Tier 3,Hybrid,64038
42,196905,4.7,7,3.1,1,8,30,14,109029,66974,3,9,6,2,5,6,1,9,6,5,10,Female,Tier 2,Store,176003
59,160111,5.0,12,3.0,2,10,22,18,31322,85005,1,9,5,4,9,2,7,10,8,6,8,Male,Tier 3,Store,116327
24,82839,3.2,11,2.7,9,5,13,13,42109,55213,1,5,3,7,3,5,10,1,5,7,2,Female,Tier 2,Store,97322
39,62931,8.1,1,4.2,8,10,26,3,47175,130592,6,3,7,9,7,4,3,8,8,1,6,Other,Tier 1,Store,177767
34,54925,6.2,10,3.1,9,5,34,7,88548,1165,6,6,7,9,10,5,1,8,6,2,7,Female,Tier 1,Online,89713
35,197075,4.2,8,3.2,7,2,12,11,61859,93667,5,7,5,3,1,6,8,2,9,8,2,Other,Tier 1,Store,155526
66,229889,5.3,5,1.7,10,8,35,17,35597,19382,1,7,4,3,6,1,2,6,10,10,9,Female,Tier 3,Hybrid,54979
58,194969,7.0,12,3.6,9,3,23,8,86436,141050,10,5,4,1,4,1,9,5,5,8,6,Male,Tier 1,Store,227486
27,102745,4.3,3,1.9,4,4,32,3,90569,24842,2,4,1,6,1,9,3,4,3,3,3,Other,Tier 1,Hybrid,115411
27,141298,6.7,13,4.0,3,5,48,5,44671,30812,9,6,4,10,10,1,1,3,2,8,4,Female,Tier 2,Store,75483
74,108709,7.8,13,4.4,4,10,6,13,80698,137606,7,8,1,10,5,1,10,7,3,5,8,Other,Tier 2,Store,218304
24,57287,5.1,9,2.6,5,9,8,12,60336,105088,8,9,2,7,1,8,3,8,4,2,5,Female,Tier 1,Store,165424
65,236798,2.3,11,3.2,10,2,49,7,63316,84426,8,7,1,10,10,6,3,5,3,4,8,Female,Tier 2,Store,147742
78,179084,5.5,3,2.9,4,8,20,19,15281,71545,1,4,4,9,6,8,9,7,10,5,8,Other,Tier 1,Store,86826
67,122252,5.0,7,2.4,4,5,31,6,51205,27865,4,2,6,6,7,10,10,2,7,7,10,Other,Tier 2,Hybrid,79070
55,187855,3.5,10,2.2,7,9,1,13,66796,128579,3,6,4,3,7,2,5,6,2,3,4,Female,Tier 1,Store,195375
44,124323,7.2,12,1.0,4,9,43,7,114034,127498,7,6,4,10,2,2,1,7,7,6,2,Other,Tier 3,Store,241532
69,231799,7.3,7,1.6,4,10,24,11,19359,6961,3,7,5,6,4,6,5,6,5,1,9,Female,Tier 1,Online,26320
50,214387,6.4,14,2.6,9,3,0,19,132542,141282,8,9,6,8,8,8,6,7,7,10,8,Male,Tier 2,Store,273824
18,229838,5.1,10,4.4,9,9,10,1,94103,114374,6,5,1,8,9,6,9,10,1,3,1,Female,Tier 1,Store,208477
61,192563,6.3,12,2.9,5,7,15,3,56701,132302,3,6,3,1,1,10,3,7,6,5,6,Female,Tier 3,Store,189003
70,235013,4.7,8,4.0,9,9,22,3,53721,87324,1,1,2,10,4,6,4,7,4,9,3,Male,Tier 2,Store,141045
77,204656,7.4,10,0.2,2,7,14,10,82898,83776,8,9,3,9,7,5,1,3,10,9,10,Male,Tier 3,Store,166674
51,27803,5.1,8,4.3,5,8,26,9,42091,46792,8,1,3,4,6,4,8,4,6,1,2,Female,Tier 2,Store,88883
21,195697,5.5,4,3.4,7,4,15,4,60964,85618,9,5,5,8,3,8,3,4,1,7,10,Male,Tier 1,Store,146582
34,133819,5.7,14,3.9,8,5,45,8,64410,21524,7,0,3,9,6,6,3,7,10,5,7,Female,Tier 2,Hybrid,85934
21,108361,12.0,1,0.0,5,6,32,6,100571,33836,8,6,2,3,8,6,6,4,5,7,4,Male,Tier 1,Hybrid,134407
60,28698,4.0,4,2.0,9,4,38,11,146670,133626,1,5,2,1,10,4,8,7,10,6,6,Female,Tier 1,Store,280296
71,180632,5.1,6,1.1,3,8,7,4,130495,83385,1,2,5,4,9,10,5,9,1,6,5,Female,Tier 2,Store,213880
43,30376,2.8,10,3.4,8,5,47,2,33411,126373,7,7,3,6,4,6,8,1,10,1,2,Other,Tier 3,Store,159784
21,229726,6.5,11,3.2,9,3,0,7,71056,61493,7,0,1,8,8,2,10,3,8,3,1,Other,Tier 2,Store,132549
18,28117,9.5,13,3.7,7,1,18,19,117940,34054,3,3,1,3,1,6,3,9,8,4,4,Male,Tier 3,Store,151994
24,202453,5.5,6,2.0,5,1,25,2,144463,103463,6,7,7,3,2,7,4,1,6,8,10,Male,Tier 3,Store,247926
47,184028,4.7,6,3.6,9,8,36,3,90912,121272,6,8,7,2,5,1,9,2,8,9,3,Male,Tier 1,Store,212184
67,63786,5.9,14,2.5,8,3,46,11,135087,92205,6,1,4,2,8,3,6,7,8,4,5,Other,Tier 2,Store,227292
26,128005,8.1,12,4.0,8,10,2,0,144617,97159,4,5,4,6,8,10,1,9,2,4,8,Other,Tier 1,Store,241776
78,249657,8.8,7,3.4,6,4,23,7,63579,136810,9,7,6,1,2,10,1,3,1,9,10,Other,Tier 2,Store,200389
52,233850,3.9,12,1.6,2,7,21,8,70989,95938,4,2,7,5,4,4,7,4,4,5,1,Male,Tier 2,Store,166927
25,81480,7.3,11,2.9,4,1,0,2,23305,92412,4,7,3,1,7,3,1,10,1,1,10,Female,Tier 3,Store,115717
78,177767,5.8,1,0.7,1,6,38,5,149900,42874,10,7,2,9,7,4,6,5,5,1,1,Other,Tier 3,Store,192774
41,147583,8.9,10,4.1,10,1,8,19,145125,7384,5,2,4,10,5,7,5,4,4,9,8,Other,Tier 1,Online,152509
36,68233,10.6,1,3.4,5,3,32,8,138447,102390,2,3,4,2,7,3,6,2,10,4,6,Other,Tier 1,Store,240837
53,126022,9.6,7,3.4,10,4,22,1,125219,89202,6,2,6,9,1,6,3,1,7,8,9,Female,Tier 1,Store,214421
67,168574,4.0,12,3.7,1,7,33,2,44520,63563,7,2,1,2,1,2,3,10,7,1,3,Male,Tier 3,Store,108083
69,196082,4.3,4,2.8,6,2,48,13,149126,70021,3,4,4,2,6,9,3,5,9,2,7,Female,Tier 1,Store,219147
76,236413,9.4,6,0.6,10,8,48,12,56785,941,4,6,1,9,8,1,4,3,7,4,5,Female,Tier 3,Online,57726
60,107529,5.8,6,3.8,8,6,34,13,111906,95333,5,1,1,6,6,7,2,7,7,5,9,Male,Tier 3,Store,207239
44,219977,4.5,9,1.5,10,10,48,13,125679,139332,1,2,7,1,1,10,10,3,9,3,4,Female,Tier 2,Store,265011
49,192561,3.3,2,1.4,1,2,9,16,126640,28068,8,8,1,4,4,5,10,8,5,10,7,Other,Tier 2,Store,154708
31,115919,6.3,4,3.5,6,3,31,14,112001,58975,4,2,3,6,5,6,10,10,5,10,3,Female,Tier 1,Store,170976
74,98533,5.2,4,1.8,4,4,1,11,78123,4145,10,5,6,10,9,8,3,8,1,6,8,Female,Tier 1,Store,82268
35,227237,6.8,7,2.7,9,6,6,6,118270,61831,5,5,1,4,5,10,6,1,3,5,2,Male,Tier 1,Store,180101
45,178021,6.4,1,3.4,8,1,23,8,17427,61858,4,4,6,10,1,7,7,4,3,7,3,Female,Tier 1,Store,79285
77,214448,3.6,5,3.4,4,5,2,11,51297,62728,2,5,1,4,4,6,1,8,3,10,4,Male,Tier 2,Store,114025
46,225659,4.4,14,3.9,2,8,11,16,139414,40130,9,1,3,8,9,8,6,5,5,4,2,Female,Tier 2,Store,179544
33,239131,7.9,11,1.8,6,7,38,18,80956,28798,1,6,4,7,8,1,10,10,5,5,9,Male,Tier 1,Store,109754
52,213382,8.1,4,2.1,3,3,41,6,75231,37117,1,3,1,6,8,6,10,10,8,4,8,Other,Tier 1,Store,112348
64,224870,5.3,2,3.0,1,2,35,15,45244,22529,8,4,7,1,9,3,7,5,9,1,4,Female,Tier 2,Store,67773
76,84407,6.4,5,0.8,7,2,26,2,89779,105202,1,5,6,10,3,7,4,5,2,9,1,Male,Tier 2,Store,194981
76,88809,3.9,9,1.5,4,10,0,18,38434,134307,6,3,1,4,6,1,7,5,3,4,9,Male,Tier 1,Store,172741
48,32229,5.9,8,1.3,9,5,45,18,127094,101009,3,8,6,10,9,4,4,6,8,8,4,Female,Tier 1,Store,228103
21,173457,8.2,9,0.0,10,8,35,19,103374,41513,6,5,1,3,3,7,3,8,4,6,4,Male,Tier 1,Store,144887
54,57176,9.3,7,1.8,10,6,31,19,94472,109267,8,3,3,1,7,3,5,3,2,6,1,Other,Tier 1,Store,203739
34,109825,5.7,10,2.5,3,6,26,7,149455,80276,1,6,6,7,5,10,10,3,10,4,2,Other,Tier 1,Store,229731
56,149332,5.4,7,2.7,10,7,43,4,18388,38726,1,6,7,6,5,8,8,10,10,9,1,Female,Tier 2,Store,57114
65,112555,3.1,14,1.9,10,1,30,13,131182,46617,6,3,7,2,3,4,9,4,1,4,7,Male,Tier 3,Store,177799
63,18145,4.8,14,1.4,10,3,32,18,127062,52603,8,0,7,9,10,10,9,3,7,2,1,Other,Tier 3,Store,179665
43,112289,5.9,13,2.3,1,5,45,11,67995,146221,4,4,1,4,10,10,5,2,8,4,8,Other,Tier 1,Store,214216
65,153874,5.7,2,1.8,2,7,31,8,15265,71899,8,3,5,5,9,5,8,7,2,3,6,Female,Tier 3,Store,87164
56,17263,4.9,12,0.0,4,6,3,5,119015,137611,3,1,1,2,4,10,5,5,5,5,3,Other,Tier 3,Store,256626
58,172985,8.4,13,1.4,7,1,24,3,4001,79378,6,8,7,5,1,1,7,8,6,6,8,Female,Tier 3,Store,83379
21,72788,6.8,3,2.9,8,9,38,0,66140,8688,4,9,1,3,9,2,8,10,1,1,6,Male,Tier 2,Online,74828
47,154227,5.7,11,2.5,4,3,28,4,85202,91194,8,4,4,8,10,9,6,2,7,5,8,Other,Tier 2,Store,176396
47,146994,7.4,10,2.7,3,7,8,8,16029,83469,6,1,4,3,10,3,10,4,6,7,2,Male,Tier 2,Store,99498
39,218303,5.9,8,3.3,10,1,13,6,31456,128863,3,2,4,2,4,10,5,10,3,2,6,Male,Tier 1,Store,160319
28,166744,9.1,11,2.9,9,1,49,17,69780,69702,6,9,2,3,4,1,10,2,4,2,7,Male,Tier 1,Store,139482
19,184598,4.4,2,2.6,8,1,4,1,72329,8832,5,1,6,9,4,3,7,6,6,7,2,Male,Tier 3,Hybrid,81161
61,60344,6.7,7,2.0,6,4,16,7,52219,6446,9,1,7,8,6,4,10,9,1,5,7,Other,Tier 1,Hybrid,58665
29,137819,1.7,12,1.6,9,1,31,4,144766,55464,10,0,4,2,9,5,5,4,9,6,9,Male,Tier 1,Store,200230
47,165086,5.2,6,2.6,8,1,5,4,18898,125658,2,2,4,3,2,7,4,10,10,3,10,Other,Tier 1,Store,144556
53,88352,6.3,12,1.2,7,9,4,6,31440,5145,8,1,4,5,5,4,5,7,1,9,7,Female,Tier 1,Online,36585
35,237351,5.4,10,3.4,6,8,28,11,7626,58608,10,9,4,7,4,9,5,8,9,5,6,Female,Tier 3,Store,66234
43,55324,3.8,4,1.3,10,5,27,12,54119,5064,2,5,4,1,1,10,3,3,6,8,4,Female,Tier 2,Online,59183
70,109075,4.6,11,4.3,3,2,9,3,76451,68788,1,9,4,4,5,2,7,6,3,2,1,Other,Tier 1,Store,145239
24,241710,4.0,4,2.4,6,7,22,8,133244,104015,5,5,2,10,3,8,9,10,7,7,2,Male,Tier 2,Store,237259
78,184770,5.8,3,4.0,4,1,48,7,14533,92868,9,3,1,5,8,9,3,2,7,3,8,Other,Tier 2,Store,107401
18,92169,7.6,14,1.1,5,9,18,13,98927,61740,9,7,2,10,2,4,6,7,6,6,8,Other,Tier 3,Store,160667
75,38384,5.3,6,4.6,7,1,3,5,7889,144975,7,6,2,9,1,1,5,9,9,4,9,Male,Tier 1,Store,152864
43,18512,9.6,3,1.1,7,3,45,0,106789,43333,10,1,6,3,2,2,7,9,7,7,7,Male,Tier 3,Store,150122
40,152138,6.5,9,2.4,9,6,31,5,92487,143380,10,0,5,6,10,3,3,3,1,5,1,Other,Tier 1,Store,235867
43,177572,1.9,4,0.8,9,4,19,15,114541,12624,8,4,5,9,7,4,6,8,6,7,7,Male,Tier 1,Store,127165
62,138775,6.7,4,2.5,6,2,45,16,65923,44754,6,4,3,3,7,5,7,4,10,10,4,Other,Tier 2,Store,110677
23,93743,5.9,2,2.3,6,5,27,4,42798,138239,2,5,1,10,5,6,8,5,9,9,5,Other,Tier 3,Store,181037
23,100642,8.8,2,0.0,2,10,35,12,117075,74542,8,2,4,3,10,7,3,6,2,5,9,Female,Tier 1,Store,191617
61,144587,6.0,7,2.7,8,1,22,17,34713,52422,4,1,6,7,9,10,5,3,1,9,4,Male,Tier 1,Store,87135
25,94858,5.5,5,3.2,3,1,2,18,147377,32724,3,3,4,8,6,9,8,10,9,9,2,Other,Tier 3,Store,180101
41,69800,10.1,3,1.4,1,6,23,10,13038,22633,2,7,7,4,6,5,1,4,10,10,9,Male,Tier 1,Hybrid,35671
39,209212,1.8,6,2.1,4,9,1,11,84420,28241,9,0,3,2,3,10,9,2,2,6,2,Female,Tier 2,Store,112661
36,115364,5.3,6,2.2,5,10,17,7,28328,67321,4,6,4,7,2,1,6,7,10,8,10,Female,Tier 3,Store,95649
54,231026,6.5,1,4.6,3,7,48,12,109286,104839,1,1,3,6,9,7,10,5,1,9,9,Male,Tier 2,Store,214125
35,17387,5.2,3,2.8,7,10,31,14,16407,121236,10,2,1,1,5,2,4,10,9,8,3,Other,Tier 1,Store,137643
48,202232,1.8,12,1.8,5,4,47,10,76841,14096,2,1,4,2,8,2,2,3,2,6,5,Other,Tier 1,Online,90937
79,205313,6.8,5,1.1,10,8,45,5,130379,146152,4,2,2,7,1,4,3,3,1,8,7,Other,Tier 3,Store,276531
54,219639,5.1,11,0.3,5,1,47,17,86567,54628,8,2,3,9,10,6,3,7,5,10,1,Other,Tier 1,Store,141195
47,147871,5.7,13,2.3,6,5,47,15,91912,76438,5,4,4,6,6,2,1,3,7,7,2,Other,Tier 2,Store,168350
74,134095,8.5,11,2.7,6,2,29,5,73603,145421,3,4,1,8,1,7,2,10,7,1,8,Female,Tier 3,Store,219024
59,50548,6.6,7,0.9,9,3,37,4,131811,59288,2,2,2,5,2,8,6,4,8,9,1,Other,Tier 3,Store,191099
50,179967,4.8,4,0.7,3,10,26,13,124486,15758,4,6,7,7,4,3,10,10,4,4,2,Male,Tier 1,Store,140244
27,105450,6.8,12,3.1,8,4,37,9,19053,122275,2,5,3,6,1,10,4,5,9,9,1,Male,Tier 1,Store,141328
54,120669,5.2,8,3.8,7,1,37,3,149615,81546,8,8,5,2,4,3,5,9,9,9,4,Other,Tier 1,Store,231161
29,95171,5.4,3,2.1,9,5,13,8,4891,119577,7,3,5,10,9,2,4,4,4,8,1,Other,Tier 3,Store,124468
71,186451,7.5,6,3.2,5,10,0,1,39486,122085,4,0,5,6,2,10,5,7,3,10,6,Other,Tier 3,Store,161571
47,60414,4.7,6,2.4,7,6,0,14,115172,118566,9,9,2,10,8,4,4,2,1,6,8,Male,Tier 2,Store,233738
44,88071,7.1,9,5.9,8,1,49,12,67429,136030,6,6,6,7,10,10,3,3,2,1,1,Female,Tier 3,Store,203459
56,127808,5.5,4,2.4,9,4,39,18,111131,114397,8,5,4,4,3,5,7,10,6,7,2,Other,Tier 3,Store,225528
26,214416,5.0,7,4.3,8,2,7,3,110433,12325,4,4,4,3,1,10,10,7,8,4,2,Female,Tier 2,Hybrid,122758
71,93591,5.0,10,3.2,2,1,16,12,36274,65002,6,3,4,10,9,6,9,4,4,7,10,Other,Tier 2,Store,101276
38,239213,4.8,1,1.8,6,5,0,6,102155,16541,10,4,1,9,5,1,4,8,1,5,2,Male,Tier 3,Store,118696
29,238273,6.2,11,3.3,4,1,13,12,120347,129524,6,5,3,6,8,3,5,8,4,8,6,Other,Tier 3,Store,249871
72,244375,5.5,1,2.4,4,8,42,0,31368,95300,5,4,7,10,7,6,8,3,2,3,2,Male,Tier 1,Store,126668
46,19297,8.7,2,1.2,9,2,43,8,67047,93848,4,0,1,2,1,9,7,9,3,8,7,Male,Tier 1,Store,160895
50,124513,4.2,4,2.6,7,5,12,15,90860,20537,5,9,2,9,5,3,6,7,4,10,9,Female,Tier 2,Store,111397
60,143668,7.1,12,1.9,6,3,29,16,67974,31323,8,2,1,3,9,3,9,8,10,8,2,Other,Tier 2,Store,99297
79,101479,8.3,6,2.4,2,6,12,18,144001,114660,5,3,3,10,1,9,2,10,10,10,4,Other,Tier 2,Store,258661
70,113752,9.5,4,2.4,1,6,2,15,93631,2405,2,1,7,4,10,8,1,1,1,4,8,Male,Tier 1,Online,96036
32,151080,4.4,6,2.2,10,8,21,14,48216,24172,3,6,4,5,6,6,8,2,4,9,7,Male,Tier 2,Online,72388
19,232885,8.0,2,1.3,4,5,34,0,23056,136466,3,0,2,1,7,9,5,2,8,7,9,Other,Tier 1,Store,159522
69,130481,6.4,9,4.1,9,5,13,13,17342,70344,1,8,7,4,5,3,7,4,6,8,2,Male,Tier 3,Store,87686
56,162892,8.1,11,2.4,4,5,39,10,6439,21449,5,6,7,8,9,6,7,4,8,9,7,Other,Tier 1,Online,27888
70,217620,4.7,3,2.8,2,9,44,14,45373,132758,4,9,2,5,1,1,10,2,6,9,4,Other,Tier 1,Store,178131
61,168325,5.8,7,2.2,8,2,21,19,111621,134992,1,7,5,3,2,4,5,5,8,4,5,Male,Tier 2,Store,246613
71,175274,5.3,1,2.0,6,3,32,17,90993,61707,10,3,2,7,2,10,2,8,4,10,10,Other,Tier 1,Store,152700
35,175308,5.1,8,2.8,1,4,11,3,148528,123569,4,5,1,1,9,10,4,2,1,1,8,Other,Tier 1,Store,272097
20,82156,6.1,4,4.3,4,7,23,3,94253,13060,4,8,2,3,1,6,6,5,7,5,9,Other,Tier 3,Online,107313
24,75263,11.0,14,0.5,10,10,4,18,48569,1495,3,4,7,5,9,3,6,7,5,6,1,Other,Tier 3,Online,50064
60,133996,7.3,11,1.1,5,1,8,4,77119,122272,7,4,2,9,8,6,1,3,7,2,6,Female,Tier 2,Store,199391
35,114252,5.3,12,2.1,1,3,1,1,6388,117299,7,5,3,5,10,2,3,5,7,5,7,Female,Tier 1,Store,123687
61,133632,5.4,13,1.5,2,10,30,9,85053,104431,1,7,4,4,5,4,5,2,5,2,2,Male,Tier 2,Store,189484
55,89855,7.1,5,5.1,9,7,45,16,138016,108554,7,3,2,8,10,8,2,7,4,4,10,Other,Tier 3,Store,246570
54,31575,5.6,7,2.0,1,8,28,10,104635,113752,1,3,2,4,7,1,4,1,1,9,3,Other,Tier 3,Store,218387
75,27204,5.6,3,3.1,8,2,28,10,81676,60543,10,4,1,5,7,6,5,5,5,5,3,Female,Tier 1,Store,142219
50,26952,3.8,9,2.1,9,3,35,10,123537,102041,9,7,7,5,2,5,1,1,3,7,7,Other,Tier 1,Store,225578
61,98323,5.9,9,0.0,2,7,29,18,123295,76589,6,7,7,3,9,1,10,1,5,4,4,Female,Tier 2,Store,199884
76,197214,1.0,8,2.0,2,7,21,10,70547,82873,7,3,1,9,5,1,5,5,6,6,3,Other,Tier 3,Store,153420
48,179944,2.5,1,1.0,7,3,20,7,69753,147369,10,3,6,1,6,5,4,4,7,1,3,Other,Tier 2,Store,217122
75,175448,5.3,12,2.9,10,10,40,2,78182,122315,3,7,5,7,1,7,7,7,3,4,5,Female,Tier 2,Store,200497
28,212156,7.3,13,2.1,9,5,48,8,86318,76403,7,9,1,8,4,7,5,1,7,10,3,Male,Tier 2,Store,162721
21,157712,9.2,12,1.5,10,7,11,7,129991,110060,9,4,2,9,5,1,1,4,1,6,5,Female,Tier 2,Store,240051
76,41437,6.8,2,2.4,9,3,6,17,105857,132017,10,1,1,5,5,10,1,7,6,9,2,Male,Tier 3,Store,237874
35,142129,7.1,2,1.9,3,8,24,17,110986,103600,10,5,6,10,8,10,4,10,7,2,8,Male,Tier 2,Store,214586
21,102681,6.2,3,3.8,7,4,7,10,99392,19603,2,2,7,5,2,10,9,7,4,8,6,Male,Tier 2,Store,118995
66,22903,7.7,2,3.2,6,7,32,1,51313,84985,5,4,6,1,4,2,8,9,3,5,10,Other,Tier 1,Store,136298
51,229776,6.4,1,4.8,8,2,15,8,125809,102701,3,7,7,8,10,2,4,5,7,5,2,Male,Tier 2,Store,228510
